fund,quarter,quarter_label,portfolio_value,rank,ticker,company,weight,sector
AC,2012Q2,2012   Q2,$1.24 B,6,ORLY,O'Reilly Automotive,0.0558,Consumer Discretionary
AC,2012Q2,2012   Q2,$1.24 B,7,MCO,Moody's Corp.,0.053,Financials
AC,2012Q2,2012   Q2,$1.24 B,8,DTV,DIRECTV Group Inc.,0.0489,Communication Services
AC,2012Q2,2012   Q2,$1.24 B,9,ESGR-OLD,Enstar Group Ltd.,0.0391,Financials
AC,2012Q2,2012   Q2,$1.24 B,10,AMTD,AMTD IDEA Group,0.037599999999999995,Financials
AC,2012Q2,2012   Q2,$1.24 B,11,V,Visa Inc.,0.0371,Financials
AC,2012Q2,2012   Q2,$1.24 B,12,LPLA,LPL Financial Holdings Inc.,0.034,Financials
AC,2012Q2,2012   Q2,$1.24 B,13,TJX,TJX Companies Inc.,0.0336,Consumer Discretionary
AC,2012Q2,2012   Q2,$1.24 B,14,JEF,Jefferies Financial Group Inc.,0.0274,Financials
AC,2012Q2,2012   Q2,$1.24 B,15,LAMR,Lamar Advertising Co.,0.024399999999999998,Real Estate
AC,2012Q2,2012   Q2,$1.24 B,16,BRK.B,Berkshire Hathaway CL B,0.0213,Financials
AC,2012Q2,2012   Q2,$1.24 B,17,NLY,Annaly Capital Management Inc.,0.0208,Real Estate
AC,2012Q2,2012   Q2,$1.24 B,18,KMX,CarMax Inc.,0.0168,Consumer Discretionary
AC,2012Q2,2012   Q2,$1.24 B,19,AAPL,Apple Inc.,0.0165,Technology
AC,2012Q2,2012   Q2,$1.24 B,20,HIG,Hartford Financial Svc.Gp.,0.016399999999999998,Financials
AC,2012Q1,2012   Q1,$959 M,1,MA,Mastercard Inc.,0.1209,Financials
AC,2012Q1,2012   Q1,$959 M,2,AMT,American Tower Corp.,0.1109,Real Estate
AC,2012Q1,2012   Q1,$959 M,3,ROST,Ross Stores Inc.,0.0999,Consumer Discretionary
AC,2012Q1,2012   Q1,$959 M,4,DLTR,Dollar Tree Inc.,0.0727,Consumer Staples
AC,2012Q1,2012   Q1,$959 M,5,MKL,Markel Group Inc.,0.0635,Financials
AC,2012Q1,2012   Q1,$959 M,6,ORLY,O'Reilly Automotive,0.0526,Consumer Discretionary
AC,2012Q1,2012   Q1,$959 M,7,ESGR-OLD,Enstar Group Ltd.,0.0507,Financials
AC,2012Q1,2012   Q1,$959 M,8,AMTD,AMTD IDEA Group,0.0484,Financials
AC,2012Q1,2012   Q1,$959 M,9,MCO,Moody's Corp.,0.043899999999999995,Financials
AC,2012Q1,2012   Q1,$959 M,10,TJX,TJX Companies Inc.,0.04019999999999999,Consumer Discretionary
AC,2012Q1,2012   Q1,$959 M,11,V,Visa Inc.,0.0369,Financials
AC,2012Q1,2012   Q1,$959 M,12,LAMR,Lamar Advertising Co.,0.0361,Real Estate
AC,2012Q1,2012   Q1,$959 M,13,LPLA,LPL Financial Holdings Inc.,0.0317,Financials
AC,2012Q1,2012   Q1,$959 M,14,KMX,CarMax Inc.,0.028999999999999998,Consumer Discretionary
AC,2012Q1,2012   Q1,$959 M,15,SHLDQ-OLD,Sears Holdings Corp.,0.0207,Consumer Discretionary
AC,2012Q1,2012   Q1,$959 M,16,BRK.B,Berkshire Hathaway CL B,0.0184,Financials
AC,2012Q1,2012   Q1,$959 M,17,HIG,Hartford Financial Svc.Gp.,0.0178,Financials
AC,2012Q1,2012   Q1,$959 M,18,NLY,Annaly Capital Management Inc.,0.0172,Real Estate
AC,2012Q1,2012   Q1,$959 M,19,JEF,Jefferies Financial Group Inc.,0.016399999999999998,Financials
AC,2012Q1,2012   Q1,$959 M,20,FDS,FactSet Research Systems,0.0134,Financials
AC,2011Q4,2011   Q4,$629 M,1,AMT,American Tower Corp.,0.1324,Real Estate
AC,2011Q4,2011   Q4,$629 M,2,MA,Mastercard Inc.,0.1137,Financials
AC,2011Q4,2011   Q4,$629 M,3,ROST,Ross Stores Inc.,0.11349999999999999,Consumer Discretionary
AC,2011Q4,2011   Q4,$629 M,4,DLTR,Dollar Tree Inc.,0.09699999999999999,Consumer Staples
AC,2011Q4,2011   Q4,$629 M,5,MKL,Markel Group Inc.,0.08929999999999999,Financials
AC,2011Q4,2011   Q4,$629 M,6,ESGR-OLD,Enstar Group Ltd.,0.0768,Financials
AC,2011Q4,2011   Q4,$629 M,7,ORLY,O'Reilly Automotive,0.07,Consumer Discretionary
AC,2011Q4,2011   Q4,$629 M,8,LAMR,Lamar Advertising Co.,0.056100000000000004,Real Estate
AC,2011Q4,2011   Q4,$629 M,9,KMX,CarMax Inc.,0.0391,Consumer Discretionary
AC,2011Q4,2011   Q4,$629 M,10,AMTD,AMTD IDEA Group,0.0336,Financials
AC,2011Q4,2011   Q4,$629 M,11,TJX,TJX Companies Inc.,0.0273,Consumer Discretionary
AC,2011Q4,2011   Q4,$629 M,12,BRK.B,Berkshire Hathaway CL B,0.026600000000000002,Financials
AC,2011Q4,2011   Q4,$629 M,13,FDS,FactSet Research Systems,0.0181,Financials
AC,2011Q4,2011   Q4,$629 M,14,PENN,Penn National Gaming Inc.,0.0169,Consumer Discretionary
AC,2011Q4,2011   Q4,$629 M,15,HIG,Hartford Financial Svc.Gp.,0.015700000000000002,Financials
AC,2011Q4,2011   Q4,$629 M,16,LPLA,LPL Financial Holdings Inc.,0.0146,Financials
AC,2011Q4,2011   Q4,$629 M,17,BRK.A,Berkshire Hathaway CL A,0.0111,Financials
AC,2011Q4,2011   Q4,$629 M,18,DHIL-OLD,Diamond Hill Investment Group Inc.,0.0097,Financials
AC,2011Q4,2011   Q4,$629 M,19,BAC,Bank of America Corp.,0.0070999999999999995,Financials
AC,2011Q4,2011   Q4,$629 M,20,BDX,Becton Dickinson,0.0059,Healthcare
AC,2011Q3,2011   Q3,$566 M,1,AMT,American Tower Corp.,0.1336,Real Estate
AC,2011Q3,2011   Q3,$566 M,2,MA,Mastercard Inc.,0.1148,Financials
AC,2011Q3,2011   Q3,$566 M,3,DLTR,Dollar Tree Inc.,0.1015,Consumer Staples
AC,2011Q3,2011   Q3,$566 M,4,ROST,Ross Stores Inc.,0.09939999999999999,Consumer Discretionary
AC,2011Q3,2011   Q3,$566 M,5,MKL,Markel Group Inc.,0.0902,Financials
AC,2011Q3,2011   Q3,$566 M,6,ESGR-OLD,Enstar Group Ltd.,0.0762,Financials
AC,2011Q3,2011   Q3,$566 M,7,ORLY,O'Reilly Automotive,0.0726,Consumer Discretionary
AC,2011Q3,2011   Q3,$566 M,8,LAMR,Lamar Advertising Co.,0.0572,Real Estate
AC,2011Q3,2011   Q3,$566 M,9,KMX,CarMax Inc.,0.042800000000000005,Consumer Discretionary
AC,2011Q3,2011   Q3,$566 M,10,BRK.B,Berkshire Hathaway CL B,0.0291,Financials
AC,2011Q3,2011   Q3,$566 M,11,FDS,FactSet Research Systems,0.027000000000000003,Financials
AC,2011Q3,2011   Q3,$566 M,12,TJX,TJX Companies Inc.,0.026600000000000002,Consumer Discretionary
AC,2011Q3,2011   Q3,$566 M,13,PENN,Penn National Gaming Inc.,0.0181,Consumer Discretionary
AC,2011Q3,2011   Q3,$566 M,14,AMTD,AMTD IDEA Group,0.0169,Financials
AC,2011Q3,2011   Q3,$566 M,15,LPLA,LPL Financial Holdings Inc.,0.0148,Financials
AC,2011Q3,2011   Q3,$566 M,16,BRK.A,Berkshire Hathaway CL A,0.0141,Financials
AC,2011Q3,2011   Q3,$566 M,17,DHIL-OLD,Diamond Hill Investment Group Inc.,0.0106,Financials
AC,2011Q3,2011   Q3,$566 M,18,TROW,T. Rowe Price Group,0.0103,Financials
AC,2011Q3,2011   Q3,$566 M,19,HIG,Hartford Financial Svc.Gp.,0.0102,Financials
AC,2011Q3,2011   Q3,$566 M,20,BDX,Becton Dickinson,0.0069,Healthcare
AC,2011Q2,2011   Q2,$539 M,1,AMT,American Tower Corp.,0.1291,Real Estate
AC,2011Q2,2011   Q2,$539 M,2,MA,Mastercard Inc.,0.10369999999999999,Financials
AC,2011Q2,2011   Q2,$539 M,3,ROST,Ross Stores Inc.,0.09390000000000001,Consumer Discretionary
AC,2011Q2,2011   Q2,$539 M,4,ESGR-OLD,Enstar Group Ltd.,0.0909,Financials
AC,2011Q2,2011   Q2,$539 M,5,DLTR,Dollar Tree Inc.,0.0886,Consumer Staples
AC,2011Q2,2011   Q2,$539 M,6,MKL,Markel Group Inc.,0.08220000000000001,Financials
AC,2011Q2,2011   Q2,$539 M,7,LAMR,Lamar Advertising Co.,0.08070000000000001,Real Estate
AC,2011Q2,2011   Q2,$539 M,8,ORLY,O'Reilly Automotive,0.0741,Consumer Discretionary
AC,2011Q2,2011   Q2,$539 M,9,KMX,CarMax Inc.,0.049,Consumer Discretionary
AC,2011Q2,2011   Q2,$539 M,10,FDS,FactSet Research Systems,0.0292,Financials
AC,2011Q2,2011   Q2,$539 M,11,TJX,TJX Companies Inc.,0.0245,Consumer Discretionary
AC,2011Q2,2011   Q2,$539 M,12,PENN,Penn National Gaming Inc.,0.0215,Consumer Discretionary
AC,2011Q2,2011   Q2,$539 M,13,BRK.A,Berkshire Hathaway CL A,0.0146,Financials
AC,2011Q2,2011   Q2,$539 M,14,AMTD,AMTD IDEA Group,0.014499999999999999,Financials
AC,2011Q2,2011   Q2,$539 M,15,ARO,Aeropostale Inc.,0.0138,Unknown
AC,2011Q2,2011   Q2,$539 M,16,BRK.B,Berkshire Hathaway CL B,0.0132,Financials
AC,2011Q2,2011   Q2,$539 M,17,WMS-OLD,WMS Industries,0.011399999999999999,Unknown
AC,2011Q2,2011   Q2,$539 M,18,TROW,T. Rowe Price Group,0.0113,Financials
AC,2011Q2,2011   Q2,$539 M,19,BDX,Becton Dickinson,0.008,Healthcare
AC,2011Q2,2011   Q2,$539 M,20,TECH,Bio-Techne Corp.,0.0077,Healthcare
AC,2011Q1,2011   Q1,$495 M,1,AMT,American Tower Corp.,0.14529999999999998,Real Estate
AC,2011Q1,2011   Q1,$495 M,2,LAMR,Lamar Advertising Co.,0.09380000000000001,Real Estate
AC,2011Q1,2011   Q1,$495 M,3,MKL,Markel Group Inc.,0.09380000000000001,Financials
AC,2011Q1,2011   Q1,$495 M,4,ESGR-OLD,Enstar Group Ltd.,0.0925,Financials
AC,2011Q1,2011   Q1,$495 M,5,ROST,Ross Stores Inc.,0.0908,Consumer Discretionary
AC,2011Q1,2011   Q1,$495 M,6,MA,Mastercard Inc.,0.0809,Financials
AC,2011Q1,2011   Q1,$495 M,7,DLTR,Dollar Tree Inc.,0.0797,Consumer Staples
AC,2011Q1,2011   Q1,$495 M,8,ORLY,O'Reilly Automotive,0.058499999999999996,Consumer Discretionary
AC,2011Q1,2011   Q1,$495 M,9,FDS,FactSet Research Systems,0.0325,Financials
AC,2011Q1,2011   Q1,$495 M,10,KMX,CarMax Inc.,0.032,Consumer Discretionary
AC,2011Q1,2011   Q1,$495 M,11,TJX,TJX Companies Inc.,0.024700000000000003,Consumer Discretionary
AC,2011Q1,2011   Q1,$495 M,12,OXPS,optionsXpress Holdings Inc.,0.0233,Unknown
AC,2011Q1,2011   Q1,$495 M,13,PENN,Penn National Gaming Inc.,0.0216,Consumer Discretionary
AC,2011Q1,2011   Q1,$495 M,14,BRK.A,Berkshire Hathaway CL A,0.0177,Financials
AC,2011Q1,2011   Q1,$495 M,15,AMTD,AMTD IDEA Group,0.0169,Financials
AC,2011Q1,2011   Q1,$495 M,16,BRK.B,Berkshire Hathaway CL B,0.0151,Financials
AC,2011Q1,2011   Q1,$495 M,17,WMS-OLD,WMS Industries,0.0143,Unknown
AC,2011Q1,2011   Q1,$495 M,18,TROW,T. Rowe Price Group,0.0118,Financials
AC,2011Q1,2011   Q1,$495 M,19,BDX,Becton Dickinson,0.008,Healthcare
AC,2011Q1,2011   Q1,$495 M,20,NLY,Annaly Capital Management Inc.,0.0073,Real Estate
AC,2010Q4,2010   Q4,$458 M,1,AMT,American Tower Corp.,0.1451,Real Estate
AC,2010Q4,2010   Q4,$458 M,2,LAMR,Lamar Advertising Co.,0.1079,Real Estate
AC,2010Q4,2010   Q4,$458 M,3,MKL,Markel Group Inc.,0.0955,Financials
AC,2010Q4,2010   Q4,$458 M,4,ESGR-OLD,Enstar Group Ltd.,0.0857,Financials
AC,2010Q4,2010   Q4,$458 M,5,ROST,Ross Stores Inc.,0.0779,Consumer Discretionary
AC,2010Q4,2010   Q4,$458 M,6,DLTR,Dollar Tree Inc.,0.07519999999999999,Consumer Staples
AC,2010Q4,2010   Q4,$458 M,7,MA,Mastercard Inc.,0.06849999999999999,Financials
AC,2010Q4,2010   Q4,$458 M,8,ORLY,O'Reilly Automotive,0.0625,Consumer Discretionary
AC,2010Q4,2010   Q4,$458 M,9,KMX,CarMax Inc.,0.0342,Consumer Discretionary
AC,2010Q4,2010   Q4,$458 M,10,FDS,FactSet Research Systems,0.0336,Financials
AC,2010Q4,2010   Q4,$458 M,11,TJX,TJX Companies Inc.,0.023399999999999997,Consumer Discretionary
AC,2010Q4,2010   Q4,$458 M,12,PENN,Penn National Gaming Inc.,0.0223,Consumer Discretionary
AC,2010Q4,2010   Q4,$458 M,13,BRK.A,Berkshire Hathaway CL A,0.021099999999999997,Financials
AC,2010Q4,2010   Q4,$458 M,14,WMS-OLD,WMS Industries,0.019799999999999998,Unknown
AC,2010Q4,2010   Q4,$458 M,15,AMTD,AMTD IDEA Group,0.0166,Financials
AC,2010Q4,2010   Q4,$458 M,16,BRK.B,Berkshire Hathaway CL B,0.0147,Financials
AC,2010Q4,2010   Q4,$458 M,17,OXPS,optionsXpress Holdings Inc.,0.0137,Unknown
AC,2010Q4,2010   Q4,$458 M,18,MSCI,MSCI Inc.,0.0128,Financials
AC,2010Q4,2010   Q4,$458 M,19,TROW,T. Rowe Price Group,0.0124,Financials
AC,2010Q4,2010   Q4,$458 M,20,BDX,Becton Dickinson,0.0092,Healthcare
AC,2010Q3,2010   Q3,$377 M,1,AMT,American Tower Corp.,0.1456,Real Estate
AC,2010Q3,2010   Q3,$377 M,2,MKL,Markel Group Inc.,0.1051,Financials
AC,2010Q3,2010   Q3,$377 M,3,LAMR,Lamar Advertising Co.,0.10439999999999999,Real Estate
AC,2010Q3,2010   Q3,$377 M,4,DLTR,Dollar Tree Inc.,0.0789,Consumer Staples
AC,2010Q3,2010   Q3,$377 M,5,ESGR-OLD,Enstar Group Ltd.,0.0761,Financials
AC,2010Q3,2010   Q3,$377 M,6,ROST,Ross Stores Inc.,0.0708,Consumer Discretionary
AC,2010Q3,2010   Q3,$377 M,7,ORLY,O'Reilly Automotive,0.0667,Consumer Discretionary
AC,2010Q3,2010   Q3,$377 M,8,KMX,CarMax Inc.,0.0362,Consumer Discretionary
AC,2010Q3,2010   Q3,$377 M,9,MA,Mastercard Inc.,0.0356,Financials
AC,2010Q3,2010   Q3,$377 M,10,FDS,FactSet Research Systems,0.0353,Financials
AC,2010Q3,2010   Q3,$377 M,11,TJX,TJX Companies Inc.,0.0276,Consumer Discretionary
AC,2010Q3,2010   Q3,$377 M,12,BRK.A,Berkshire Hathaway CL A,0.0254,Financials
AC,2010Q3,2010   Q3,$377 M,13,PENN,Penn National Gaming Inc.,0.0227,Consumer Discretionary
AC,2010Q3,2010   Q3,$377 M,14,WMS-OLD,WMS Industries,0.0202,Unknown
AC,2010Q3,2010   Q3,$377 M,15,BRK.B,Berkshire Hathaway CL B,0.0184,Financials
AC,2010Q3,2010   Q3,$377 M,16,AMTD,AMTD IDEA Group,0.0171,Financials
AC,2010Q3,2010   Q3,$377 M,17,OXPS,optionsXpress Holdings Inc.,0.0163,Unknown
AC,2010Q3,2010   Q3,$377 M,18,MSCI,MSCI Inc.,0.0132,Financials
AC,2010Q3,2010   Q3,$377 M,19,TROW,T. Rowe Price Group,0.011699999999999999,Financials
AC,2010Q3,2010   Q3,$377 M,20,NDN,99(Cents) Only Stores,0.011200000000000002,Unknown
AC,2010Q2,2010   Q2,$333 M,1,AMT,American Tower Corp.,0.14279999999999998,Real Estate
AC,2010Q2,2010   Q2,$333 M,2,MKL,Markel Group Inc.,0.1175,Financials
AC,2010Q2,2010   Q2,$333 M,3,LAMR,Lamar Advertising Co.,0.08380000000000001,Real Estate
AC,2010Q2,2010   Q2,$333 M,4,ESGR-OLD,Enstar Group Ltd.,0.079,Financials
AC,2010Q2,2010   Q2,$333 M,5,DLTR,Dollar Tree Inc.,0.07629999999999999,Consumer Staples
AC,2010Q2,2010   Q2,$333 M,6,ROST,Ross Stores Inc.,0.06860000000000001,Consumer Discretionary
AC,2010Q2,2010   Q2,$333 M,7,ORLY,O'Reilly Automotive,0.0675,Consumer Discretionary
AC,2010Q2,2010   Q2,$333 M,8,FDS,FactSet Research Systems,0.033,Financials
AC,2010Q2,2010   Q2,$333 M,9,TJX,TJX Companies Inc.,0.0294,Consumer Discretionary
AC,2010Q2,2010   Q2,$333 M,10,BRK.A,Berkshire Hathaway CL A,0.0277,Financials
AC,2010Q2,2010   Q2,$333 M,11,KMX,CarMax Inc.,0.0273,Consumer Discretionary
AC,2010Q2,2010   Q2,$333 M,12,PENN,Penn National Gaming Inc.,0.025699999999999997,Consumer Discretionary
AC,2010Q2,2010   Q2,$333 M,13,WMS-OLD,WMS Industries,0.0236,Unknown
AC,2010Q2,2010   Q2,$333 M,14,TRH,Transatlantic Holdings Inc.,0.0216,Unknown
AC,2010Q2,2010   Q2,$333 M,15,BRK.B,Berkshire Hathaway CL B,0.0203,Financials
AC,2010Q2,2010   Q2,$333 M,16,OXPS,optionsXpress Holdings Inc.,0.0189,Unknown
AC,2010Q2,2010   Q2,$333 M,17,AMTD,AMTD IDEA Group,0.0184,Financials
AC,2010Q2,2010   Q2,$333 M,18,MA,Mastercard Inc.,0.018000000000000002,Financials
AC,2010Q2,2010   Q2,$333 M,19,MSCI,MSCI Inc.,0.0123,Financials
AC,2010Q2,2010   Q2,$333 M,20,TROW,T. Rowe Price Group,0.011000000000000001,Financials
AC,2010Q1,2010   Q1,$326 M,1,AMT,American Tower Corp.,0.1418,Real Estate
AC,2010Q1,2010   Q1,$326 M,2,MKL,Markel Group Inc.,0.1234,Financials
AC,2010Q1,2010   Q1,$326 M,3,LAMR,Lamar Advertising Co.,0.0933,Real Estate
AC,2010Q1,2010   Q1,$326 M,4,ESGR-OLD,Enstar Group Ltd.,0.0698,Financials
AC,2010Q1,2010   Q1,$326 M,5,PENN,Penn National Gaming Inc.,0.0647,Consumer Discretionary
AC,2010Q1,2010   Q1,$326 M,6,ORLY,O'Reilly Automotive,0.060899999999999996,Consumer Discretionary
AC,2010Q1,2010   Q1,$326 M,7,FDS,FactSet Research Systems,0.0507,Financials
AC,2010Q1,2010   Q1,$326 M,8,KMX,CarMax Inc.,0.0403,Consumer Discretionary
AC,2010Q1,2010   Q1,$326 M,9,ROST,Ross Stores Inc.,0.0361,Consumer Discretionary
AC,2010Q1,2010   Q1,$326 M,10,TRH,Transatlantic Holdings Inc.,0.034,Unknown
AC,2010Q1,2010   Q1,$326 M,11,TJX,TJX Companies Inc.,0.0304,Consumer Discretionary
AC,2010Q1,2010   Q1,$326 M,12,BRK.A,Berkshire Hathaway CL A,0.029500000000000002,Financials
AC,2010Q1,2010   Q1,$326 M,13,DLTR,Dollar Tree Inc.,0.027200000000000002,Consumer Staples
AC,2010Q1,2010   Q1,$326 M,14,TROW,T. Rowe Price Group,0.0268,Financials
AC,2010Q1,2010   Q1,$326 M,15,WMS-OLD,WMS Industries,0.025699999999999997,Unknown
AC,2010Q1,2010   Q1,$326 M,16,BRK.B,Berkshire Hathaway CL B,0.022000000000000002,Financials
AC,2010Q1,2010   Q1,$326 M,17,OXPS,optionsXpress Holdings Inc.,0.02,Unknown
AC,2010Q1,2010   Q1,$326 M,18,HIG,Hartford Financial Svc.Gp.,0.0196,Financials
AC,2010Q1,2010   Q1,$326 M,19,AMTD,AMTD IDEA Group,0.0175,Financials
AC,2010Q1,2010   Q1,$326 M,20,MSCI,MSCI Inc.,0.0166,Financials
AC,2009Q4,2009   Q4,$298 M,1,AMT,American Tower Corp.,0.19,Real Estate
AC,2009Q4,2009   Q4,$298 M,2,MKL,Markel Group Inc.,0.1452,Financials
AC,2009Q4,2009   Q4,$298 M,3,LAMR,Lamar Advertising Co.,0.1042,Real Estate
AC,2009Q4,2009   Q4,$298 M,4,ESGR-OLD,Enstar Group Ltd.,0.08960000000000001,Financials
AC,2009Q4,2009   Q4,$298 M,5,PENN,Penn National Gaming Inc.,0.0801,Consumer Discretionary
AC,2009Q4,2009   Q4,$298 M,6,KMX,CarMax Inc.,0.0557,Consumer Discretionary
AC,2009Q4,2009   Q4,$298 M,7,ORLY,O'Reilly Automotive,0.0483,Consumer Discretionary
AC,2009Q4,2009   Q4,$298 M,8,BYI,Bally Technologies Inc.,0.0441,Unknown
AC,2009Q4,2009   Q4,$298 M,9,FDS,FactSet Research Systems,0.0387,Financials
AC,2009Q4,2009   Q4,$298 M,10,TROW,T. Rowe Price Group,0.0382,Financials
AC,2009Q4,2009   Q4,$298 M,11,NDN,99(Cents) Only Stores,0.0362,Unknown
AC,2009Q4,2009   Q4,$298 M,12,BRK.A,Berkshire Hathaway CL A,0.027999999999999997,Financials
AC,2009Q4,2009   Q4,$298 M,13,BRK.B,Berkshire Hathaway CL B,0.023,Financials
AC,2009Q4,2009   Q4,$298 M,14,AMTD,AMTD IDEA Group,0.0195,Financials
AC,2009Q4,2009   Q4,$298 M,15,MSCI,MSCI Inc.,0.016,Financials
AC,2009Q4,2009   Q4,$298 M,16,WMS-OLD,WMS Industries,0.013600000000000001,Unknown
AC,2009Q4,2009   Q4,$298 M,17,OXPS,optionsXpress Holdings Inc.,0.013000000000000001,Unknown
AC,2009Q4,2009   Q4,$298 M,18,MBRG,Middleburg Financial Corp.,0.0060999999999999995,Unknown
AC,2009Q4,2009   Q4,$298 M,19,RVR,White River Capital Inc.,0.0034999999999999996,Unknown
AC,2009Q4,2009   Q4,$298 M,20,CSX,CSX Corp.,0.0029,Industrials
BRK,2026Q2,2026   Q2,$299.3 B,1,AAPL,Apple Inc.,0.22039999999999998,Technology
BRK,2026Q2,2026   Q2,$299.3 B,2,AXP,American Express,0.1714,Financials
BRK,2026Q2,2026   Q2,$299.3 B,3,KO,Coca Cola Co.,0.10859999999999999,Consumer Staples
BRK,2026Q2,2026   Q2,$299.3 B,4,GOOGL,Alphabet Inc.,0.0941,Communication Services
BRK,2026Q2,2026   Q2,$299.3 B,5,BAC,Bank of America Corp.,0.092,Financials
BRK,2026Q2,2026   Q2,$299.3 B,6,CVX,Chevron Corp.,0.0467,Energy
BRK,2026Q2,2026   Q2,$299.3 B,7,OXY,Occidental Petroleum,0.043,Energy
BRK,2026Q2,2026   Q2,$299.3 B,8,CB,Chubb Limited,0.039,Financials
BRK,2026Q2,2026   Q2,$299.3 B,9,MCO,Moody's Corp.,0.0373,Financials
BRK,2026Q2,2026   Q2,$299.3 B,10,GOOG,Alphabet Inc. CL C,0.0321,Communication Services
BRK,2026Q2,2026   Q2,$299.3 B,11,KHC,Kraft Heinz Co.,0.025699999999999997,Consumer Staples
BRK,2026Q2,2026   Q2,$299.3 B,12,DVA,DaVita HealthCare Partners,0.0215,Healthcare
BRK,2026Q2,2026   Q2,$299.3 B,13,DAL,Delta Air Lines Inc.,0.0179,Industrials
BRK,2026Q2,2026   Q2,$299.3 B,14,SIRI,SiriusXM Holdings Inc,0.0123,Communication Services
BRK,2026Q2,2026   Q2,$299.3 B,15,VRSN,Verisign Inc.,0.0076,Technology
BRK,2026Q2,2026   Q2,$299.3 B,16,KR,Kroger Co.,0.0072,Consumer Staples
BRK,2026Q2,2026   Q2,$299.3 B,17,ALLY,Ally Financial Inc.,0.0040999999999999995,Financials
BRK,2026Q2,2026   Q2,$299.3 B,18,LEN,Lennar Corp.,0.004,Consumer Discretionary
BRK,2026Q2,2026   Q2,$299.3 B,19,NYT,New York Times CL A,0.0037,Communication Services
BRK,2026Q2,2026   Q2,$299.3 B,20,LLYVK,Liberty Media Corp. Series C Live,0.0037,Communication Services
BRK,2026Q1,2026   Q1,$263.1 B,1,AAPL,Apple Inc.,0.21989999999999998,Technology
BRK,2026Q1,2026   Q1,$263.1 B,2,AXP,American Express,0.1743,Financials
BRK,2026Q1,2026   Q1,$263.1 B,3,KO,Coca Cola Co.,0.11560000000000001,Consumer Staples
BRK,2026Q1,2026   Q1,$263.1 B,4,BAC,Bank of America Corp.,0.09519999999999999,Financials
BRK,2026Q1,2026   Q1,$263.1 B,5,CVX,Chevron Corp.,0.0664,Energy
BRK,2026Q1,2026   Q1,$263.1 B,6,OXY,Occidental Petroleum,0.0655,Energy
BRK,2026Q1,2026   Q1,$263.1 B,7,GOOGL,Alphabet Inc.,0.0593,Communication Services
BRK,2026Q1,2026   Q1,$263.1 B,8,CB,Chubb Limited,0.0424,Financials
BRK,2026Q1,2026   Q1,$263.1 B,9,MCO,Moody's Corp.,0.0409,Financials
BRK,2026Q1,2026   Q1,$263.1 B,10,KHC,Kraft Heinz Co.,0.0278,Consumer Staples
BRK,2026Q1,2026   Q1,$263.1 B,11,DVA,DaVita HealthCare Partners,0.0176,Healthcare
BRK,2026Q1,2026   Q1,$263.1 B,12,KR,Kroger Co.,0.0138,Consumer Staples
BRK,2026Q1,2026   Q1,$263.1 B,13,SIRI,SiriusXM Holdings Inc,0.0109,Communication Services
BRK,2026Q1,2026   Q1,$263.1 B,14,DAL,Delta Air Lines Inc.,0.0101,Industrials
BRK,2026Q1,2026   Q1,$263.1 B,15,VRSN,Verisign Inc.,0.0085,Technology
BRK,2026Q1,2026   Q1,$263.1 B,16,COF,Capital One Financial,0.005,Financials
BRK,2026Q1,2026   Q1,$263.1 B,17,NYT,New York Times CL A,0.0048,Communication Services
BRK,2026Q1,2026   Q1,$263.1 B,18,ALLY,Ally Financial Inc.,0.0043,Financials
BRK,2026Q1,2026   Q1,$263.1 B,19,GOOG,Alphabet Inc. CL C,0.0039000000000000003,Communication Services
BRK,2026Q1,2026   Q1,$263.1 B,20,LLYVK,Liberty Media Corp. Series C Live,0.0038,Communication Services
BRK,2025Q4,2025   Q4,$274.2 B,1,AAPL,Apple Inc.,0.226,Technology
BRK,2025Q4,2025   Q4,$274.2 B,2,AXP,American Express,0.2046,Financials
BRK,2025Q4,2025   Q4,$274.2 B,3,BAC,Bank of America Corp.,0.1038,Financials
BRK,2025Q4,2025   Q4,$274.2 B,4,KO,Coca Cola Co.,0.102,Consumer Staples
BRK,2025Q4,2025   Q4,$274.2 B,5,CVX,Chevron Corp.,0.0724,Energy
BRK,2025Q4,2025   Q4,$274.2 B,6,MCO,Moody's Corp.,0.046,Financials
BRK,2025Q4,2025   Q4,$274.2 B,7,OXY,Occidental Petroleum,0.0397,Energy
BRK,2025Q4,2025   Q4,$274.2 B,8,CB,Chubb Limited,0.039,Financials
BRK,2025Q4,2025   Q4,$274.2 B,9,KHC,Kraft Heinz Co.,0.0288,Consumer Staples
BRK,2025Q4,2025   Q4,$274.2 B,10,GOOGL,Alphabet Inc.,0.0204,Communication Services
BRK,2025Q4,2025   Q4,$274.2 B,11,DVA,DaVita HealthCare Partners,0.0132,Healthcare
BRK,2025Q4,2025   Q4,$274.2 B,12,KR,Kroger Co.,0.011399999999999999,Consumer Staples
BRK,2025Q4,2025   Q4,$274.2 B,13,V,Visa Inc.,0.0106,Financials
BRK,2025Q4,2025   Q4,$274.2 B,14,SIRI,SiriusXM Holdings Inc,0.0091,Communication Services
BRK,2025Q4,2025   Q4,$274.2 B,15,MA,Mastercard Inc.,0.0083,Financials
BRK,2025Q4,2025   Q4,$274.2 B,16,VRSN,Verisign Inc.,0.008,Technology
BRK,2025Q4,2025   Q4,$274.2 B,17,STZ,Constellation Brands,0.006500000000000001,Consumer Staples
